ENROLL,NAME,YRDATA,TOTALREV,TFEDREV,TSTREV,TLOCREV,TOTALEXP,TCURINST,TCURSSVC,TCURONON,TCAPOUT
2860,HENRY COUNTY SCHOOL DISTRICT,2011,24191,3797,15771,4623,26729,12832,7096,2131,3210
9308,DOTHAN CITY SCHOOL DISTRICT,2011,86667,16480,46609,23578,81775,48200,26144,6045,625
6369,HOUSTON COUNTY SCHOOL DISTRICT,2011,58230,8335,35523,14372,60076,31149,16148,4474,7615
5891,JACKSON COUNTY SCHOOL DISTRICT,2011,60161,8892,36157,15112,58949,28841,20796,5559,3604
2609,SCOTTSBORO CITY SCHOOL DISTRICT,2011,29005,3174,15987,9844,27993,14504,8653,2297,911
4510,BESSEMER CITY SCHOOL DISTRICT,2011,43264,8309,22842,12113,43073,22663,14299,3674,1338
25914,BIRMINGHAM CITY SCHOOL DISTRICT,2011,279900,53431,131567,94902,378008,150418,110675,25693,87307
2103,FAIRFIELD CITY SCHOOL DISTRICT,2011,19417,3221,11319,4877,18504,9798,6801,1553,188
35860,JEFFERSON COUNTY BOARD OF EDUCATION,2011,341757,45412,189286,107059,394774,186974,110094,26213,65835
1299,TARRANT CITY SCHOOL DISTRICT,2011,13202,2655,7336,3211,13841,6135,5345,1255,977
1563,LEEDS CITY SCHOOL DISTRICT,2011,15502,1965,7999,5538,17562,7595,5474,1075,1029
4181,TRUSSVILLE CITY SCHOOL DISTRICT,2011,39342,2492,20611,16239,38197,20874,13073,3116,762
13232,HOOVER CITY SCHOOL DISTRICT,2011,154703,10184,60684,83835,154031,82051,48634,11630,2982
4493,MOUNTAIN BROOK SCHOOLS,2011,56629,2181,18789,35659,56183,33439,17036,3379,1748
3611,HOMEWOOD CITY SCHOOL DISTRICT,2011,46725,2814,14944,28967,56412,27500,13157,2942,11881
1195,MIDFIELD CITY SCHOOL DISTRICT,2011,11301,2243,6722,2336,16545,6176,3671,1129,5516
6358,VESTAVIA HILLS CITY SCHOOL DISTRICT,2011,70295,3694,27266,39335,66216,40807,20165,4021,869
2365,LAMAR COUNTY SCHOOL DISTRICT,2011,21529,3286,14033,4210,20600,10807,6798,2538,128
4256,FLORENCE CITY SCHOOL DISTRICT,2011,50682,9242,21576,19864,49817,27626,14713,3085,3665
8885,LAUDERDALE COUNTY SCHOOL DISTRICT,2011,78436,8853,49603,19980,73417,44359,21746,5911,1170
5207,LAWRENCE COUNTY SCHOOL DISTRICT,2011,49556,7842,29150,12564,51571,27439,16143,4215,2829
9810,LEE COUNTY SCHOOL DISTRICT,2011,88327,10927,50223,27177,100669,49830,25643,6440,15479
4210,OPELIKA CITY SCHOOLS,2011,48088,6719,22696,18673,44443,25554,13999,3669,515
6690,AUBURN CITY SCHOOL DISTRICT,2011,70076,5949,28929,35198,66917,35954,21130,4396,2277
3161,ATHENS CITY SCHOOL DISTRICT,2011,35314,3407,16484,15423,34111,19388,9583,2250,1087
8793,LIMESTONE COUNTY SCHOOL DISTRICT,2011,81831,8032,49535,24264,80859,45911,22880,5601,4661
1853,LOWNDES COUNTY SCHOOL DISTRICT,2011,29506,12566,12800,4140,28657,13951,10754,2103,1457
2629,MACON COUNTY SCHOOL DISTRICT,2011,27985,6366,16145,5474,28664,12903,11735,2242,568
23364,HUNTSVILLE CITY SCHOOL DISTRICT,2011,247159,32314,114440,100405,264918,131748,82179,12662,37111
19897,MADISON COUNTY SCHOOL DISTRICT,2011,182095,19822,104049,58224,176595,96272,55877,14659,3507
8479,MADISON CITY SCHOOL DISTRICT,2011,89773,6648,46324,36801,109069,45708,26649,4605,27064
2335,DEMOPOLIS CITY SCHOOL DISTRICT,2011,21047,2897,13116,5034,21850,11872,5301,1880,2670
1507,MARENGO COUNTY SCHOOL DISTRICT,2011,16804,3697,9383,3724,15483,8067,5649,1401,86
509,LINDEN CITY SCHOOL DISTRICT,2011,5732,1018,3438,1276,6064,2763,2692,513,53
3650,MARION COUNTY SCHOOL DISTRICT,2011,40156,5103,21592,13461,32924,18677,10471,2860,741
1293,WINFIELD CITY SCHOOL DISTRICT,2011,12918,1530,7669,3719,11267,6387,3375,1202,104
5916,MARSHALL COUNTY SCHOOL DISTRICT,2011,58482,11617,33806,13059,58104,29175,19570,5311,3413
2322,BOAZ CITY SCHOOL DISTRICT,2011,22925,2973,13291,6661,25700,11232,7255,1916,4206
4143,ALBERTVILLE CITY SCHOOL DISTRICT,2011,38394,6326,21893,10175,45912,20539,12189,3484,8736
2536,ARAB CITY SCHOOL DISTRICT,2011,22756,2268,13795,6693,21797,13344,6202,1667,539
1952,GUNTERSVILLE CITY SCHOOL DISTRICT,2011,18402,2305,9822,6275,18336,9840,5784,1867,705
62016,MOBILE COUNTY SCHOOL DISTRICT,2011,587680,110840,318759,158081,581480,301975,204846,41422,21642
1972,SARALAND CITY SCHOOLS,2011,18845,2085,9277,7483,23145,8396,6384,1221,5498
3963,MONROE COUNTY SCHOOL DISTRICT,2011,36123,6215,23371,6537,35411,20279,11759,2762,550
31464,MONTGOMERY COUNTY SCHOOL DISTRICT,2011,293637,58056,162975,72606,285338,153401,99518,21889,7594
8611,DECATUR CITY SCHOOL DISTRICT,2011,95452,11747,44464,39241,91430,54539,27474,6009,2118
7922,MORGAN COUNTY SCHOOL DISTRICT,2011,80014,9729,39822,30463,75476,41980,23845,6190,2188
3141,HARTSELLE CITY SCHOOL DISTRICT,2011,32980,2778,19028,11174,35136,16933,7854,2061,6173
1833,PERRY COUNTY SCHOOL DISTRICT,2011,20257,4939,12871,2447,20243,10037,6228,1929,1490
2905,PICKENS COUNTY SCHOOL DISTRICT,2011,29980,5181,19279,5520,28476,15392,8695,2408,1889
2260,PIKE COUNTY SCHOOL DISTRICT,2011,23933,5382,13147,5404,23560,12214,8799,1814,457
2109,TROY CITY SCHOOL DISTRICT,2011,21687,2964,10954,7769,22379,13089,5781,1533,536
2312,RANDOLPH COUNTY SCHOOL DISTRICT,2011,20961,3630,12592,4739,22184,11755,6737,1657,1916
1596,ROANOKE CITY SCHOOL DISTRICT,2011,13197,2069,8098,3030,12998,7538,3461,1248,603
6484,PHENIX CITY SCHOOL DISTRICT,2011,61584,10738,34557,16289,63039,32425,17605,5787,5364
3324,RUSSELL COUNTY SCHOOL DISTRICT,2011,33031,5269,20677,7085,32155,15946,9860,2913,1822
8573,ST CLAIR COUNTY SCHOOL DISTRICT,2011,72532,9010,45756,17766,71444,40680,19441,6358,2891
4180,PELL CITY SCHOOL DISTRICT,2011,37779,4886,22395,10498,40930,20938,11179,2721,4893
28063,SHELBY COUNTY SCHOOL DISTRICT,2011,284384,24531,144678,115175,261378,143103,80386,21099,10101
2053,SUMTER COUNTY SCHOOL DISTRICT,2011,27094,5278,12935,8881,27572,10844,9220,2308,4330
2442,SYLACAUGA CITY SCHOOL DISTRICT,2011,38717,3604,13204,21909,23450,13086,6850,1798,1459
2377,TALLADEGA CITY SCHOOL DISTRICT,2011,24056,4802,14155,5099,25016,14027,7600,2058,1293
7680,TALLADEGA COUNTY SCHOOL DISTRICT,2011,76519,11634,41088,23797,73595,34099,27113,6377,3589
2984,TALLAPOOSA COUNTY SCHOOL DISTRICT,2011,28598,4932,14893,8773,31505,15420,9484,2714,3145
3197,ALEXANDER CITY SCHOOL DISTRICT,2011,31900,4127,17586,10187,29342,17547,8283,1809,1074
10348,TUSCALOOSA CITY SCHOOL DISTRICT,2011,131630,18990,50407,62233,103745,54246,37096,7635,2894
17785,TUSCALOOSA COUNTY SCHOOL DISTRICT,2011,170564,21034,94758,54772,153777,84020,48460,14916,4798
2673,JASPER CITY SCHOOL DISTRICT,2011,26590,2849,13945,9796,27265,15780,9129,1978,216
8312,WALKER COUNTY SCHOOL DISTRICT,2011,81873,13241,45893,22739,83744,43176,26935,6553,5924
3418,WASHINGTON COUNTY SCHOOL DISTRICT,2011,32206,5070,19084,8052,32826,17836,8755,2868,3198
1991,WILCOX COUNTY SCHOOL DISTRICT,2011,22560,6532,12117,3911,23488,10851,8379,1903,1591
2683,WINSTON COUNTY SCHOOL DISTRICT,2011,27466,4199,16341,6926,26475,13553,9604,2648,232
1712,HALEYVILLE CITY SCHOOL DISTRICT,2011,15641,2294,9261,4086,15372,8982,4242,1366,269
10076,AUTAUGA COUNTY SCHOOL DISTRICT,2010,75102,10038,47735,17329,81788,45420,23511,6216,4954
27880,BALDWIN COUNTY SCHOOL DISTRICT,2010,260945,30989,107281,122675,255644,136628,82848,14582,10446
1104,BARBOUR COUNTY SCHOOL DISTRICT,2010,11335,3158,6269,1908,13032,5744,4106,1244,1729
2801,EUFAULA CITY SCHOOL DISTRICT,2010,26377,4416,15624,6337,26929,14844,7633,2292,2118
3590,BIBB COUNTY SCHOOL DISTRICT,2010,33635,5572,20227,7836,36769,17249,10520,3321,4894
8460,BLOUNT COUNTY SCHOOL DISTRICT,2010,66360,9586,44246,12528,66898,37831,21112,5591,1811
1449,ONEONTA CITY SCHOOL DISTRICT,2010,11747,1370,7266,3111,11862,6776,3137,1318,321
1637,BULLOCK COUNTY SCHOOL DISTRICT,2010,16261,3990,9742,2529,16748,7409,6549,1655,919
3382,BUTLER COUNTY SCHOOL DISTRICT,2010,31815,7079,17676,7060,32148,17156,9744,2599,1002
2302,ANNISTON CITY SCHOOL DISTRICT,2010,25466,6185,12237,7044,25613,12636,8593,1976,2374
9405,CALHOUN COUNTY SCHOOL DISTRICT,2010,84983,12920,49535,22528,81760,43596,28814,6520,2614
1707,JACKSONVILLE CITY SCHOOL DISTRICT,2010,14282,1673,8364,4245,14155,8571,4118,992,379
1075,PIEDMONT CITY SCHOOL DISTRICT,2010,10512,2586,5542,2384,10296,5481,2990,677,1084
4074,OXFORD CITY SCHOOL DISTRICT,2010,56452,4529,24046,27877,55522,21715,11756,2539,18238
4094,CHAMBERS COUNTY SCHOOL DISTRICT,2010,36605,6264,21840,8501,38060,18639,12097,2963,3683
859,LANETT CITY SCHOOL DISTRICT,2010,8470,1819,5074,1577,8463,4637,2623,686,475
4105,CHEROKEE COUNTY SCHOOL DISTRICT,2010,37870,6187,21585,10098,40308,20539,13140,3359,2396
7765,CHILTON COUNTY SCHOOL DISTRICT,2010,62323,11307,38731,12285,63721,36793,17779,5599,2664
1848,CHOCTAW COUNTY SCHOOL DISTRICT,2010,20229,3671,11101,5457,22262,9012,7197,1532,3524
3405,CLARKE COUNTY SCHOOL DISTRICT,2010,30904,6548,17150,7206,31652,16863,10662,3190,589
1573,THOMASVILLE CITY SCHOOL DISTRICT,2010,13540,2312,8048,3180,13732,7633,4336,1298,365
2111,CLAY COUNTY SCHOOL DISTRICT,2010,45015,2697,38799,3519,19322,10721,5461,1707,1024
2651,CLEBURNE COUNTY SCHOOL DISTRICT,2010,23815,3676,15507,4632,24143,13171,7483,2141,718
2076,COFFEE COUNTY SCHOOL DISTRICT,2010,18596,2915,11177,4504,20454,9790,5773,1445,3253
800,ELBA CITY SCHOOL DISTRICT,2010,8455,1915,4786,1754,8601,4509,2879,883,326
6322,ENTERPRISE CITY SCHOOL DISTRICT,2010,73560,8051,41193,24316,101026,33284,17880,4198,45114
2898,COLBERT COUNTY SCHOOL DISTRICT,2010,30085,4597,16050,9438,29995,15733,10957,2844,376
1179,SHEFFIELD CITY SCHOOL DISTRICT,2010,13489,3009,6448,4032,13336,7629,4246,1219,198
1551,TUSCUMBIA CITY SCHOOL DISTRICT,2010,14340,1840,7871,4629,14586,7752,5084,1131,496
2751,MUSCLE SHOALS CITY SCHOOL DISTRICT,2010,26557,2756,13731,10070,26811,14595,8270,2404,1415
1693,CONECUH COUNTY SCHOOL DISTRICT,2010,19149,4302,9245,5602,19751,9758,7070,1421,1199
1326,COOSA COUNTY SCHOOL DISTRICT,2010,13343,3503,6993,2847,13765,6984,4911,1024,502
1718,ANDALUSIA CITY SCHOOL DISTRICT,2010,15027,2853,8312,3862,15208,9087,4651,1129,248
3067,COVINGTON COUNTY SCHOOL DISTRICT,2010,30148,5593,17074,7481,30907,15343,9838,3156,2251
1380,OPP CITY SCHOOL DISTRICT,2010,12191,1871,7074,3246,13453,6640,4019,1054,1205
2414,CRENSHAW COUNTY SCHOOL DISTRICT,2010,20354,3538,12517,4299,20522,11702,6408,2154,139
2937,CULLMAN CITY SCHOOL DISTRICT,2010,28296,3653,14240,10403,33965,16906,7398,1882,7489
9991,CULLMAN COUNTY SCHOOL DISTRICT,2010,84449,13214,52612,18623,85371,48754,27524,7005,916
2875,DALE COUNTY SCHOOL DISTRICT,2010,27768,4077,17362,6329,29970,14696,7760,2025,5001
2479,OZARK CITY SCHOOL DISTRICT,2010,24899,4460,14631,5808,24422,12934,8570,1722,1086
1269,DALEVILLE CITY SCHOOL DISTRICT,2010,11450,2784,6240,2426,14894,6360,4090,1145,2879
4011,DALLAS COUNTY SCHOOL DISTRICT,2010,38897,9761,23755,5381,39455,19822,15618,3461,116
4146,SELMA CITY SCHOOL DISTRICT,2010,33824,8041,19604,6179,35608,19859,10999,3627,917
8881,DE KALB COUNTY SCHOOL DISTRICT,2010,78711,14836,47424,16451,80537,47705,23132,6709,2624
2981,FORT PAYNE CITY SCHOOL DISTRICT,2010,27587,3883,16425,7279,24630,14272,6875,2578,389
10961,ELMORE COUNTY SCHOOL DISTRICT,2010,93950,16195,53822,23933,96023,53679,28966,7605,3088
1996,TALLASSEE CITY SCHOOL DISTRICT,2010,16404,2359,9774,4271,17589,10145,4212,1431,1706
1221,BREWTON CITY SCHOOL DISTRICT,2010,15335,1498,9877,3960,18037,6904,3243,575,5752
4674,ESCAMBIA COUNTY SCHOOL DISTRICT,2010,44788,8466,24932,11390,45077,24108,15480,3808,1232
1650,ATTALLA CITY SCHOOL DISTRICT,2010,17233,2553,12049,2631,18152,8294,4961,1412,3004
9251,ETOWAH COUNTY BOARD OF EDUCATION,2010,74089,10985,47885,15219,74390,42765,23351,5959,498
5529,GADSDEN CITY SCHOOL DISTRICT,2010,52263,10930,27661,13672,51162,27774,16927,4516,938
2564,FAYETTE COUNTY SCHOOL DISTRICT,2010,22870,4145,13483,5242,23508,12411,7967,2453,527
3393,FRANKLIN COUNTY SCHOOL DISTRICT,2010,32079,5383,18766,7930,32824,17586,10001,4106,373
2392,RUSSELLVILLE CITY SCHOOLS,2010,22156,3399,12210,6547,22048,12737,5989,2277,190
2729,GENEVA COUNTY SCHOOL DISTRICT,2010,23429,4242,15129,4058,23218,12238,7475,2093,1251
1254,GENEVA CITY SCHOOL DISTRICT,2010,11044,1874,6589,2581,11137,6844,3238,810,73
1391,GREENE COUNTY SCHOOL DISTRICT,2010,15452,4212,7486,3754,15606,7700,5869,1332,638
2939,HALE COUNTY SCHOOL DISTRICT,2010,27950,5712,17705,4533,27956,15442,8648,2120,1533
2842,HENRY COUNTY SCHOOL DISTRICT,2010,25180,4706,14847,5627,24590,13345,7284,2264,1050
9195,DOTHAN CITY SCHOOL DISTRICT,2010,84238,17439,43736,23063,85232,50883,27066,6252,323
6413,HOUSTON COUNTY SCHOOL DISTRICT,2010,51889,8406,29400,14083,52242,30806,15231,4627,944
5872,JACKSON COUNTY SCHOOL DISTRICT,2010,56557,9168,33215,14174,59017,30406,21252,5123,2062
2715,SCOTTSBORO CITY SCHOOL DISTRICT,2010,27575,3943,14102,9530,27770,14996,8609,2276,254
4480,BESSEMER CITY SCHOOL DISTRICT,2010,41076,9311,21783,9982,55637,22551,15113,3605,13287
26721,BIRMINGHAM CITY SCHOOL DISTRICT,2010,291248,57696,127202,106350,371343,144744,113323,22879,86749
2154,FAIRFIELD CITY SCHOOL DISTRICT,2010,18695,4086,11043,3566,20637,11097,7329,1639,466
36058,JEFFERSON COUNTY BOARD OF EDUCATION,2010,347235,49712,189049,108474,457236,195803,110183,26329,119763
1321,TARRANT CITY SCHOOL DISTRICT,2010,13687,3024,7661,3002,14284,6936,5542,1290,407
1461,LEEDS CITY SCHOOL DISTRICT,2010,13842,1936,7086,4820,14740,7279,5210,988,1096
4151,TRUSSVILLE CITY SCHOOL DISTRICT,2010,37936,2436,18734,16766,37738,20886,13249,2994,373
12889,HOOVER CITY SCHOOL DISTRICT,2010,149924,9191,54590,86143,152411,83437,49795,12103,927
4397,MOUNTAIN BROOK SCHOOLS,2010,58060,2564,17290,38206,55746,33181,16566,3494,1887
3554,HOMEWOOD CITY SCHOOL DISTRICT,2010,44180,3433,12403,28344,46316,27086,13023,2941,2262
1270,MIDFIELD CITY SCHOOL DISTRICT,2010,10731,1880,6043,2808,13435,5514,3639,1088,3129
6180,VESTAVIA HILLS CITY SCHOOL DISTRICT,2010,66678,3496,23926,39256,73304,41902,19597,3907,7493
2350,LAMAR COUNTY SCHOOL DISTRICT,2010,20811,2918,13445,4448,20625,10887,6651,2477,257
4243,FLORENCE CITY SCHOOL DISTRICT,2010,47749,9240,19804,18705,51721,28080,14777,3120,4996
8965,LAUDERDALE COUNTY SCHOOL DISTRICT,2010,81786,9926,51234,20626,80695,45665,22423,6126,6057
5237,LAWRENCE COUNTY SCHOOL DISTRICT,2010,49843,7446,29885,12512,51290,28123,15700,4278,2233
9738,LEE COUNTY SCHOOL DISTRICT,2010,94068,10853,55347,27868,106397,49973,25426,6446,21495
4307,OPELIKA CITY SCHOOLS,2010,47102,7219,20536,19347,43739,25066,12937,4028,887
6247,AUBURN CITY SCHOOL DISTRICT,2010,66831,6282,27006,33543,69760,34534,21180,4087,7093
3122,ATHENS CITY SCHOOL DISTRICT,2010,35833,4043,14878,16912,37271,19602,9812,2305,4607
8734,LIMESTONE COUNTY SCHOOL DISTRICT,2010,83703,10256,49227,24220,91086,48007,22338,5749,13080
1906,LOWNDES COUNTY SCHOOL DISTRICT,2010,24968,9791,11454,3723,25732,13430,8627,2025,1082
2731,MACON COUNTY SCHOOL DISTRICT,2010,31248,7153,18064,6031,33192,13942,10843,2607,4566
23374,HUNTSVILLE CITY SCHOOL DISTRICT,2010,246510,33000,105393,108117,272461,138929,87816,13511,31015
20046,MADISON COUNTY SCHOOL DISTRICT,2010,174023,19418,95847,58758,202910,97032,55260,14467,30114
8654,MADISON CITY SCHOOL DISTRICT,2010,85030,6893,42605,35532,85734,44665,25487,4807,6131
2459,DEMOPOLIS CITY SCHOOL DISTRICT,2010,20454,3178,12180,5096,20820,12170,5335,1854,1319
1522,MARENGO COUNTY SCHOOL DISTRICT,2010,16765,3743,9303,3719,17328,8560,5578,1362,1548
495,LINDEN CITY SCHOOL DISTRICT,2010,5469,1078,3383,1008,5819,2753,2389,534,98
3697,MARION COUNTY SCHOOL DISTRICT,2010,34111,5918,21513,6680,33587,20092,9454,2784,1051
1332,WINFIELD CITY SCHOOL DISTRICT,2010,11892,1500,7003,3389,11411,6508,3262,1238,237
5777,MARSHALL COUNTY SCHOOL DISTRICT,2010,57766,11705,33031,13030,57101,29908,19165,5284,2207
2303,BOAZ CITY SCHOOL DISTRICT,2010,23169,4191,12014,6964,22971,11588,7400,2128,713
4104,ALBERTVILLE CITY SCHOOL DISTRICT,2010,38927,6477,19465,12985,57286,20908,12266,3313,20641
2474,ARAB CITY SCHOOL DISTRICT,2010,21728,2232,12976,6520,22327,13066,6499,1676,1038
1874,GUNTERSVILLE CITY SCHOOL DISTRICT,2010,18188,2491,9153,6544,18435,10208,5773,1791,525
62767,MOBILE COUNTY SCHOOL DISTRICT,2010,592058,117344,308995,165719,581520,308357,205986,38179,18559
1756,SARALAND CITY SCHOOLS,2010,27708,2621,7356,17731,27480,8300,5381,1260,11018
4104,MONROE COUNTY SCHOOL DISTRICT,2010,36650,6437,23507,6706,37008,21479,11249,3057,1164
31764,MONTGOMERY COUNTY SCHOOL DISTRICT,2010,301209,59993,148635,92581,324935,159951,104081,22449,36113
8753,DECATUR CITY SCHOOL DISTRICT,2010,92667,13132,41713,37822,92142,55699,27023,6205,1915
7880,MORGAN COUNTY SCHOOL DISTRICT,2010,75220,9505,37119,28596,75028,42354,23995,6338,1058
3199,HARTSELLE CITY SCHOOL DISTRICT,2010,28908,2956,16203,9749,28243,17069,7624,1879,888
1924,PERRY COUNTY SCHOOL DISTRICT,2010,19188,5229,11230,2729,19426,10213,6403,1825,698
2955,PICKENS COUNTY SCHOOL DISTRICT,2010,28725,5591,18143,4991,29064,16067,8968,2431,1482
2290,PIKE COUNTY SCHOOL DISTRICT,2010,23171,5237,12353,5581,23000,12163,8709,1772,100
2186,TROY CITY SCHOOL DISTRICT,2010,21417,3828,11805,5784,22153,12574,5877,1620,1706
2311,RANDOLPH COUNTY SCHOOL DISTRICT,2010,22064,3624,13467,4973,24179,11979,6623,1591,3883
1538,ROANOKE CITY SCHOOL DISTRICT,2010,12828,2586,7359,2883,13750,7767,3704,1251,902
6199,PHENIX CITY SCHOOL DISTRICT,2010,57358,12061,30477,14820,59425,32262,17446,5640,2163
3410,RUSSELL COUNTY SCHOOL DISTRICT,2010,31380,5315,19045,7020,33194,16448,10299,2935,1837
8385,ST CLAIR COUNTY SCHOOL DISTRICT,2010,72224,9836,43642,18746,82888,41113,19683,6235,13769
4175,PELL CITY SCHOOL DISTRICT,2010,35102,5490,20689,8923,34476,19964,10543,2685,112
27717,SHELBY COUNTY SCHOOL DISTRICT,2010,278596,27436,133243,117917,262108,143460,79824,21272,10331
2189,SUMTER COUNTY SCHOOL DISTRICT,2010,28516,7463,17178,3875,32328,12140,8700,2438,8319
2422,SYLACAUGA CITY SCHOOL DISTRICT,2010,25135,3812,13641,7682,24521,13402,6763,1787,2340
2413,TALLADEGA CITY SCHOOL DISTRICT,2010,23627,3800,14329,5498,23617,13289,7571,2072,642
7746,TALLADEGA COUNTY SCHOOL DISTRICT,2010,76026,12705,39704,23617,81595,35663,27460,6394,9678
2981,TALLAPOOSA COUNTY SCHOOL DISTRICT,2010,30378,5455,16093,8830,36660,16874,8968,2949,7347
3395,ALEXANDER CITY SCHOOL DISTRICT,2010,30840,4397,16648,9795,30438,18164,8691,1961,938
10304,TUSCALOOSA CITY SCHOOL DISTRICT,2010,145298,19721,46413,79164,106983,53270,35677,6940,2218
17644,TUSCALOOSA COUNTY SCHOOL DISTRICT,2010,163084,21987,87102,53995,164292,83513,47919,14015,6973
2659,JASPER CITY SCHOOL DISTRICT,2010,25731,3329,13170,9232,26411,15440,8775,1934,140
8418,WALKER COUNTY SCHOOL DISTRICT,2010,80507,13838,44994,21675,85976,43240,27959,6784,6790
3510,WASHINGTON COUNTY SCHOOL DISTRICT,2010,30741,5378,17094,8269,32217,18075,9663,3144,1129
2068,WILCOX COUNTY SCHOOL DISTRICT,2010,21902,5689,12545,3668,22608,10749,7968,1878,1265
2760,WINSTON COUNTY SCHOOL DISTRICT,2010,26717,4202,15129,7386,27160,13900,9698,2684,382
1661,HALEYVILLE CITY SCHOOL DISTRICT,2010,15118,2759,8494,3865,16549,9201,4272,1429,1136
9923,AUTAUGA COUNTY SCHOOL DISTRICT,2009,82536,5840,58825,17871,87675,45305,23031,6113,11340
27120,BALDWIN COUNTY SCHOOL DISTRICT,2009,260391,18910,121636,119845,323015,148773,93635,16407,52672
1097,BARBOUR COUNTY SCHOOL DISTRICT,2009,11141,2510,6519,2112,11553,5827,3963,1290,191
2867,EUFAULA CITY SCHOOL DISTRICT,2009,24463,3068,14652,6743,25810,14771,7855,2408,730
3565,BIBB COUNTY SCHOOL DISTRICT,2009,33403,3828,21950,7625,37667,17489,11047,3413,4882
8398,BLOUNT COUNTY SCHOOL DISTRICT,2009,66207,5808,47631,12768,67812,39229,20714,5655,1637
1408,ONEONTA CITY SCHOOL DISTRICT,2009,12236,738,8244,3254,12939,6877,3132,1289,1347
1616,BULLOCK COUNTY SCHOOL DISTRICT,2009,15409,3033,9904,2472,16114,7774,6278,1540,299
3347,BUTLER COUNTY SCHOOL DISTRICT,2009,30996,4882,19771,6343,49117,17460,10977,2625,16347
2374,ANNISTON CITY SCHOOL DISTRICT,2009,23634,4693,12350,6591,22878,12011,8488,1940,397
9345,CALHOUN COUNTY SCHOOL DISTRICT,2009,80624,7190,52191,21243,81754,43535,28203,6180,3727
1698,JACKSONVILLE CITY SCHOOL DISTRICT,2009,14366,989,9412,3965,14353,8179,4161,927,954
1098,PIEDMONT CITY SCHOOL DISTRICT,2009,9599,1750,5707,2142,10169,5114,2787,699,1517
4024,OXFORD CITY SCHOOL DISTRICT,2009,38718,2673,21098,14947,43792,20620,11461,2655,7762
4135,CHAMBERS COUNTY SCHOOL DISTRICT,2009,35489,4067,23796,7626,35843,18316,11903,2919,1955
895,LANETT CITY SCHOOL DISTRICT,2009,8889,1246,6030,1613,9056,4759,2702,683,845
4084,CHEROKEE COUNTY SCHOOL DISTRICT,2009,41043,3696,27523,9824,51060,21338,13047,3419,12391
7617,CHILTON COUNTY SCHOOL DISTRICT,2009,64826,6879,46319,11628,67156,35733,18534,5416,6533
1886,CHOCTAW COUNTY SCHOOL DISTRICT,2009,20412,2750,11077,6585,19399,8955,6813,1629,964
3463,CLARKE COUNTY SCHOOL DISTRICT,2009,32215,4407,20972,6836,33941,16672,10857,3113,2664
1550,THOMASVILLE CITY SCHOOL DISTRICT,2009,14833,1644,10080,3109,15372,7971,4177,1285,1841
2130,CLAY COUNTY SCHOOL DISTRICT,2009,19928,1795,14334,3799,19633,10836,5661,1730,1043
2657,CLEBURNE COUNTY SCHOOL DISTRICT,2009,28507,2303,21361,4843,31495,12736,7661,2180,8298
2089,COFFEE COUNTY SCHOOL DISTRICT,2009,19111,1975,12908,4228,18724,9662,5952,1468,1482
816,ELBA CITY SCHOOL DISTRICT,2009,8194,1222,5145,1827,8564,4625,2926,894,105
6222,ENTERPRISE CITY SCHOOL DISTRICT,2009,55149,5903,33972,15274,92275,32038,16484,3989,39354
2955,COLBERT COUNTY SCHOOL DISTRICT,2009,29545,3012,16950,9583,30867,15592,11218,2921,981
1213,SHEFFIELD CITY SCHOOL DISTRICT,2009,14506,2062,8362,4082,15055,7787,4324,1193,1720
1532,TUSCUMBIA CITY SCHOOL DISTRICT,2009,14438,1169,8304,4965,14958,7736,5516,1129,455
2768,MUSCLE SHOALS CITY SCHOOL DISTRICT,2009,26190,1380,14974,9836,26270,13672,8734,2465,1291
1662,CONECUH COUNTY SCHOOL DISTRICT,2009,19409,2786,11841,4782,20762,9793,8451,1432,754
1349,COOSA COUNTY SCHOOL DISTRICT,2009,12386,2153,7639,2594,13537,6572,4857,1060,803
1678,ANDALUSIA CITY SCHOOL DISTRICT,2009,15542,1764,9671,4107,16261,9069,4618,1147,1327
3094,COVINGTON COUNTY SCHOOL DISTRICT,2009,29749,3876,18560,7313,30448,15448,9732,3133,1889
1393,OPP CITY SCHOOL DISTRICT,2009,12683,1156,8260,3267,18441,6593,3916,1063,6340
2487,CRENSHAW COUNTY SCHOOL DISTRICT,2009,21974,2745,14933,4296,23053,11898,6705,2249,2056
2868,CULLMAN CITY SCHOOL DISTRICT,2009,26262,2653,12714,10895,27074,16917,7304,1832,788
9937,CULLMAN COUNTY SCHOOL DISTRICT,2009,94554,8219,62093,24242,102921,49753,29156,7043,15451
2850,DALE COUNTY SCHOOL DISTRICT,2009,25551,2373,16715,6463,26283,14241,8056,2212,1218
2505,OZARK CITY SCHOOL DISTRICT,2009,24807,3096,14837,6874,24950,12844,9067,1837,1134
