ENROLL,NAME,YRDATA,TOTALREV,TFEDREV,TSTREV,TLOCREV,TOTALEXP,TCURINST,TCURSSVC,TCURONON,TCAPOUT
5797,GADSDEN CITY SCHOOL DISTRICT,1999,35505,4171,21138,10196,35302,19910,10374,3094,1791
2840,FAYETTE COUNTY SCHOOL DISTRICT,1999,16264,1341,11584,3339,15672,8680,4366,1458,979
3231,FRANKLIN COUNTY SCHOOL DISTRICT,1999,18783,1502,12330,4951,18993,10997,4995,1792,1051
2420,RUSSELLVILLE SCHOOL DISTRICT,1999,15622,1078,9829,4715,19300,8438,3385,1211,5695
2816,GENEVA COUNTY SCHOOL DISTRICT,1999,15125,1463,10862,2800,15025,8563,3815,1546,947
1477,GENEVA CITY SCHOOL DIST,1999,8527,605,5707,2215,8159,4962,1877,669,470
1976,GREENE COUNTY SCHOOL DISTRICT,1999,11458,2205,7546,1707,12815,6819,3759,1277,960
3407,HALE COUNTY SCHOOL DISTRICT,1999,20619,2575,13972,4072,23758,10895,5000,1844,5722
2820,HENRY COUNTY SCHOOL DISTRICT,1999,16153,1516,11268,3369,15917,9268,4214,1604,594
9194,DOTHAN CITY SCHOOL DISTRICT,1999,54273,6463,32891,14919,56544,31655,17591,3833,2652
6182,HOUSTON COUNTY SCHOOL DISTRICT,1999,32569,2973,20417,9179,31914,18025,9367,3181,1143
6300,JACKSON COUNTY SCHOOL DISTRICT,1999,38589,3329,24234,11026,38034,20297,10439,3605,3643
2894,SCOTTSBORO CITY SCHOOL DISTRICT,1999,20071,1399,11351,7321,18267,10086,4930,1753,500
4802,BESSEMER CITY SCHOOL DISTRICT,1999,27979,3731,18805,5443,30559,15332,9705,2669,2747
39493,BIRMINGHAM CITY SCHOOL DISTRICT,1999,271858,26371,141756,103731,241381,127958,62587,18482,31572
2235,FAIRFIELD CITY SCHOOL DISTRICT,1999,12824,1363,8380,3081,11457,6681,3311,1162,302
41892,JEFFERSON COUNTY SCHOOL DISTRICT,1999,249749,14569,150212,84968,328934,144028,68208,99491,14450
1329,TARRANT CITY SCHOOL DISTRICT,1999,8843,759,5093,2991,8695,4913,2451,782,330
9357,HOOVER CITY SCHOOL DISTRICT,1999,81607,1559,33526,46522,80488,34854,17848,5051,17792
3856,MOUNTAIN BROOK CITY SCHOOL DISTRICT,1999,31228,409,13072,17747,32683,17144,8911,2253,3238
3292,HOMEWOOD CITY SCHOOL DIST,1999,30161,733,11400,18028,26553,14676,6687,1761,2939
1342,MIDFIELD CITY SCHOOL DIST,1999,8263,912,5762,1589,9082,4388,2276,612,1802
4305,VESTAVIA HILLS CITY SCHOOL DISTRICT,1999,30143,1609,13758,14776,37348,15588,7677,1903,11303
2837,LAMAR COUNTY SCHOOL DISTRICT,1999,15540,1414,11088,3038,14816,8255,4127,1623,744
4498,FLORENCE CITY SCHOOL DISTRICT,1999,32636,3508,15875,13253,36337,19030,9850,1818,5297
8843,LAUDERDALE COUNTY SCHOOL DISTRICT,1999,49408,2614,33482,13312,49387,28353,13680,3906,3141
6258,LAWRENCE COUNTY SCHOOL DISTRICT,1999,37232,3656,24113,9463,41387,19980,10142,3241,7692
8322,LEE COUNTY SCHOOL DISTRICT,1999,49379,2997,30924,15458,52390,25693,12824,4574,7896
4517,OPELIKA CITY SCHS,1999,28828,2676,16583,9569,27009,15585,7343,2250,1130
4285,AUBURN CITY SCHOOL DIST,1999,28022,1336,14937,11749,28729,16037,8615,1826,2195
2981,ATHENS CITY SCHOOL DISTRICT,1999,21337,1096,10476,9765,22133,12129,5657,1984,1711
7931,LIMESTONE COUNTY SCHOOL DISTRICT,1999,47384,2573,29594,15217,49185,27012,11003,3092,6951
2800,LOWNDES COUNTY SCHOOL DISTRICT,1999,18132,4428,11493,2211,18322,10216,5129,1938,1010
4062,MACON COUNTY SCHOOL DISTRICT,1999,23257,3503,15692,4062,23697,12096,6611,1774,2014
23559,HUNTSVILLE CITY SCHOOL DISTRICT,1999,154973,11222,82091,61660,161252,92332,46315,10155,11945
14977,MADISON COUNTY SCHOOL DISTRICT,1999,88419,4543,56852,27024,103486,44805,25277,5992,24694
5672,MADISON CITY SCHOOL DISTRICT,1999,34046,1060,20124,12862,28506,15382,8036,1904,3178
2233,DEMOPOLIS CITY SCHOOL DISTRICT,1999,12513,1388,8399,2726,12356,7189,2850,1261,1029
1938,MARENGO COUNTY SCHOOL DISTRICT,1999,11127,1762,7289,2076,16049,6062,2933,6159,555
696,LINDEN CITY SCHOOL DIST,1999,5222,887,3313,1022,5085,2651,1431,657,346
3945,MARION COUNTY SCHOOL DISTRICT,1999,23229,1574,16445,5210,22793,12978,5635,1955,2014
1342,WINFIELD CITY SCHOOL DISTRICT,1999,8997,772,5849,2376,7329,3960,1780,1231,343
6904,MARSHALL COUNTY SCHOOL DISTRICT,1999,41386,3438,26186,11762,40933,20869,11415,3764,4268
3366,ALBERTVILLE CITY SCHOOL DISTRICT,1999,19423,1488,12305,5630,18997,10875,5631,1372,1069
2628,ARAB CITY SCHOOL DISTRICT,1999,15572,739,10687,4146,15306,8357,3814,1035,2004
1798,GUNTERSVILLE CITY SCHOOL DIST,1999,11508,662,6772,4074,10935,6096,3094,1110,595
65324,MOBILE COUNTY SCHOOL DISTRICT,1999,352925,43789,231086,78050,370044,204211,99306,27125,36707
4726,MONROE COUNTY SCHOOL DISTRICT,1999,26136,2664,18273,5199,26540,15519,7262,2140,1619
33994,MONTGOMERY COUNTY SCHOOL DISTRICT,1999,183157,20809,122011,40337,184445,101734,54869,16494,10498
8713,DECATUR CITY SCHOOL DISTRICT,1999,61312,3617,30302,27393,57552,30955,18728,4181,2286
7575,MORGAN COUNTY SCHOOL DISTRICT,1999,48203,3147,27561,17495,46968,24874,14860,3387,2937
3027,HARTSELLE CITY SCHOOL DISTRICT,1999,18134,681,11275,6178,17942,11016,4476,1197,1112
2293,PERRY COUNTY SCHOOL DISTRICT,1999,16147,2746,11202,2199,17515,7497,3520,1447,4857
3844,PICKENS COUNTY SCHOOL DISTRICT,1999,22494,3571,15315,3608,21862,12160,6583,1924,1192
2376,PIKE COUNTY SCHOOL DISTRICT,1999,14655,2510,9381,2764,14711,7549,5601,1072,423
2186,TROY CITY SCHOOL DISTRICT,1999,12337,1382,7438,3517,12274,6963,3313,1015,704
2254,RANDOLPH COUNTY SCHOOL DISTRICT,1999,11945,975,8594,2376,12643,6498,3462,1083,1410
1521,ROANOKE CITY SCHOOL DISTRICT,1999,9019,839,6752,1428,8999,4706,2339,1673,281
5142,PHENIX CITY SCHOOL DISTRICT,1999,31793,4105,18764,8924,31473,16291,9842,3299,1475
3794,RUSSELL COUNTY SCHOOL DISTRICT,1999,25189,2664,17282,5243,24088,11327,6437,2015,3745
6898,ST CLAIR COUNTY SCHOOL DISTRICT,1999,36159,2207,24527,9425,33455,21013,8035,3159,934
3772,PELL CITY SCHOOL DIST,1999,20667,2106,13493,5068,22138,11217,6310,1961,1936
19211,SHELBY COUNTY SCHOOL DISTRICT,1999,128238,5741,66694,55803,164645,62839,34685,10111,52149
2864,SUMTER COUNTY SCHOOL DISTRICT,1999,17082,2905,11180,2997,17405,9680,4540,1725,826
2424,SYLACAUGA CITY SCHOOL DISTRICT,1999,14085,1206,8875,4004,14017,8238,3915,1036,584
3374,TALLADEGA CITY SCHOOL DISTRICT,1999,19239,1953,13016,4270,19692,10695,5247,1652,1938
7928,TALLADEGA COUNTY SCHOOL DISTRICT,1999,44868,4516,29961,10391,44971,21991,13752,3515,5158
3420,TALLAPOOSA COUNTY SCHOOL DISTRICT,1999,19617,1663,13224,4730,18593,11290,4759,1339,913
3610,ALEXANDER CITY SCHOOL DISTRICT,1999,21266,1211,13166,6889,21453,12201,5773,995,2074
10003,TUSCALOOSA CITY SCHOOL DISTRICT,1999,68272,5845,36924,25503,67623,37264,20032,4675,4179
15768,TUSCALOOSA COUNTY SCHOOL DISTRICT,1999,90726,6473,58564,25689,97631,51512,20883,9048,14363
2497,JASPER CITY SCHOOL DISTRICT,1999,17251,958,10012,6281,16818,9492,4446,959,1832
8645,WALKER COUNTY SCHOOL DISTRICT,1999,53650,5631,33677,14342,54566,30739,16197,4421,2838
3708,WASHINGTON COUNTY SCHOOL DISTRICT,1999,22096,2062,14166,5868,22509,11501,6110,1754,3101
2618,WILCOX COUNTY SCHOOL DISTRICT,1999,18086,3056,12322,2708,19452,8511,5013,1516,4058
2842,WINSTON COUNTY SCHOOL DISTRICT,1999,18564,1509,12420,4635,21099,9008,4795,1754,5262
1752,HALEYVILLE CITY SCHOOL DISTRICT,1999,10063,745,6578,2740,9178,5398,2068,751,480
8211,AUTAUGA COUNTY SCHOOL DISTRICT,1998,40814,3119,28365,9330,46454,22020,12150,3351,7206
21771,BALDWIN COUNTY SCHOOL DISTRICT,1998,127078,7741,69434,49903,138146,65703,34053,8668,26472
1827,BARBOUR COUNTY SCHOOL DISTRICT,1998,11194,1681,7836,1677,11522,6145,3006,1196,1040
3197,EUFAULA CITY SCHOOL DISTRICT,1998,17583,1555,10587,5441,17613,9603,4292,1407,2300
3760,BIBB COUNTY SCHOOL DISTRICT,1998,19421,2474,13925,3022,19277,10536,4918,1815,1861
6840,BLOUNT COUNTY SCHOOL DISTRICT,1998,35192,2446,25051,7695,34360,17992,8822,3133,4245
1214,ONEONTA CITY SCHOOL DISTRICT,1998,6819,281,4265,2273,8118,3518,1505,604,2322
1989,BULLOCK COUNTY SCHOOL DISTRICT,1998,10523,1927,7371,1225,10241,5442,3422,988,389
3989,BUTLER COUNTY SCHOOL DISTRICT,1998,26517,3331,15317,7869,25929,11639,6296,1757,5869
3341,ANNISTON CITY SCHOOL DISTRICT,1998,20994,2600,12907,5487,20040,10162,5985,2393,1448
10263,CALHOUN COUNTY SCHOOL DISTRICT,1998,52828,3683,38008,11137,50928,27270,16192,3988,3451
1741,JACKSONVILLE CITY SCHOOL DISTRICT,1998,8314,729,5933,1652,8774,4798,2114,826,1036
1204,PIEDMONT CITY SCHOOL DISTRICT,1998,5950,482,4405,1063,5698,3497,1440,508,156
3016,OXFORD CITY SCHOOL DISTRICT,1998,19487,908,10301,8278,19458,8817,3710,1408,5439
4206,CHAMBERS COUNTY SCHOOL DISTRICT,1998,22934,2467,15207,5260,23037,12378,6789,2151,1497
1533,LANETT CITY SCHOOL DISTRICT,1998,8112,923,5536,1653,8670,5022,2374,759,493
3884,CHEROKEE COUNTY SCHOOL DISTRICT,1998,20798,1698,13899,5201,21607,11554,5637,2124,2155
6413,CHILTON COUNTY SCHOOL DISTRICT,1998,32611,2601,23072,6938,32428,18195,8637,2956,2475
2557,CHOCTAW COUNTY SCHOOL DISTRICT,1998,14059,1995,9273,2791,14019,7810,4310,1217,670
3845,CLARKE COUNTY SCHOOL DISTRICT,1998,21330,2470,14602,4258,20114,10808,6287,2084,701
1672,THOMASVILLE CITY SCHOOL DISTRICT,1998,11360,757,6022,4581,12508,5172,1888,840,4598
2574,CLAY COUNTY SCHOOL DISTRICT,1998,13360,1068,9565,2727,14145,8013,3373,1627,1036
2498,CLEBURNE COUNTY SCHOOL DISTRICT,1998,12661,1123,9274,2264,12330,7028,3636,1213,379
2121,COFFEE COUNTY SCHOOL DISTRICT,1998,11928,1511,7868,2549,11528,6500,3467,712,778
1088,ELBA CITY SCHOOL DISTRICT,1998,5835,630,3860,1345,6070,3334,1945,590,200
5265,ENTERPRISE CITY SCHOOL DISTRICT,1998,29020,2034,19151,7835,32739,14769,7633,2049,8283
3467,COLBERT COUNTY SCHOOL DISTRICT,1998,21256,1652,13103,6501,20501,11265,6179,1980,736
1499,SHEFFIELD CITY SCHOOL DISTRICT,1998,9400,885,5270,3245,9533,5419,2623,773,680
1472,TUSCUMBIA CITY SCHOOL DISTRICT,1998,8896,710,5343,2843,9146,4559,3035,648,784
2263,MUSCLE SHOALS SCHOOL DISTRICT,1998,18848,1023,7552,10273,18017,7201,4157,1746,4903
2211,CONECUH COUNTY SCHOOL DISTRICT,1998,12639,1927,8805,1907,12283,6823,3410,1361,404
1866,COOSA COUNTY SCHOOL DISTRICT,1998,9465,1025,6957,1483,9719,5391,3074,1041,213
1991,ANDALUSIA CITY SCHOOL DISTRICT,1998,10444,976,6781,2687,9548,5949,2500,846,253
3291,COVINGTON COUNTY SCHOOL DISTRICT,1998,17862,2092,11913,3857,16368,8833,5084,1705,680
1573,OPP CITY SCHOOL DISTRICT,1998,8475,772,5597,2106,8687,5032,2085,739,806
2356,CRENSHAW COUNTY SCHOOL DISTRICT,1998,12713,1468,8840,2405,12692,7344,3376,1152,807
2750,CULLMAN CITY SCHOOL DISTRICT,1998,14850,1520,8791,4539,15635,8026,3629,2023,1949
9418,CULLMAN COUNTY SCHOOL DISTRICT,1998,51678,5919,34145,11614,52077,26393,13135,5686,6861
2736,DALE COUNTY SCHOOL DISTRICT,1998,15175,1320,9843,4012,14411,7768,4977,1125,227
3251,OZARK CITY SCHOOL DISTRICT,1998,17037,1812,11765,3460,16836,9851,5245,1077,455
1774,DALEVILLE CITY SCHOOL DISTRICT,1998,9204,1278,6405,1521,9097,4983,2692,653,390
5018,DALLAS COUNTY SCHOOL DISTRICT,1998,25971,3868,18217,3886,34292,13678,8100,2201,10017
4577,SELMA CITY SCHOOL DISTRICT,1998,25052,3927,16653,4472,24398,13190,7397,3135,493
7524,DE KALB COUNTY SCHOOL DISTRICT,1998,41347,4029,28018,9300,39250,22364,9383,5207,2220
2753,FORT PAYNE CITY SCHOOL DISTRICT,1998,13845,1355,9354,3136,19228,7472,3311,1381,6641
9868,ELMORE COUNTY SCHOOL DISTRICT,1998,46800,3515,33556,9729,48181,26180,11454,4022,5878
1821,TALLASSEE CITY SCHOOL DISTRICT,1998,9219,663,6871,1685,8898,4942,1824,785,1084
1465,BREWTON CITY SCHOOL DISTRICT,1998,9102,472,5692,2938,8917,4538,2336,297,1746
5080,ESCAMBIA COUNTY SCHOOL DISTRICT,1998,28449,3338,18772,6339,27865,14605,9077,1975,2208
2005,ATTALLA CITY SCHOOL DISTRICT,1998,10992,1027,7583,2382,10638,5853,2912,989,631
8656,ETOWAH COUNTY SCHOOL DISTRICT,1998,44937,2742,31810,10385,51880,25393,11595,3505,10883
5690,GADSDEN CITY SCHOOL DISTRICT,1998,34816,5393,19816,9607,34693,19550,9825,3029,2175
2866,FAYETTE COUNTY SCHOOL DISTRICT,1998,15181,1294,10564,3323,15225,8248,4522,1560,654
3269,FRANKLIN COUNTY SCHOOL DISTRICT,1998,17943,1514,11932,4497,19921,10051,4940,1598,3252
2431,RUSSELLVILLE SCHOOL DISTRICT,1998,14092,782,8717,4593,16897,7688,3617,1189,4249
2750,GENEVA COUNTY SCHOOL DISTRICT,1998,13822,1315,9947,2560,14961,7588,3802,1465,1948
1504,GENEVA CITY SCHOOL DIST,1998,7982,596,5401,1985,7257,4457,1712,759,139
2069,GREENE COUNTY SCHOOL DISTRICT,1998,11510,2016,7821,1673,11919,6383,3494,1496,546
3380,HALE COUNTY SCHOOL DISTRICT,1998,18015,2702,12621,2692,19578,10101,5138,1952,2252
2927,HENRY COUNTY SCHOOL DISTRICT,1998,16047,1618,11581,2848,15587,8586,3981,1633,1212
9214,DOTHAN CITY SCHOOL DISTRICT,1998,52174,6146,31291,14737,54426,28553,16708,5063,3331
6038,HOUSTON COUNTY SCHOOL DISTRICT,1998,29695,2686,18810,8199,28399,16212,8223,3040,717
6365,JACKSON COUNTY SCHOOL DISTRICT,1998,37133,3113,23254,10766,37706,19397,10362,3507,4375
2961,SCOTTSBORO CITY SCHOOL DISTRICT,1998,19156,1101,10532,7523,16193,9251,4959,1630,288
4731,BESSEMER CITY SCHOOL DISTRICT,1998,25228,3671,16343,5214,27436,14364,9582,2297,1128
39831,BIRMINGHAM CITY SCHOOL DISTRICT,1998,218632,25145,136554,56933,222064,122418,69041,16940,13237
2385,FAIRFIELD CITY SCHOOL DISTRICT,1998,12412,1269,8331,2812,11368,6306,3336,1136,590
42228,JEFFERSON COUNTY SCHOOL DISTRICT,1998,233847,16782,141118,75947,236813,135509,71036,19131,6541
1385,TARRANT CITY SCHOOL DISTRICT,1998,8476,678,5031,2767,8279,4489,2651,740,223
9054,HOOVER CITY SCHOOL DISTRICT,1998,70817,2152,30705,37960,63353,30966,15979,5266,6418
3772,MOUNTAIN BROOK CITY SCHOOL DISTRICT,1998,29497,345,12308,16844,30220,16413,8334,2225,2079
3298,HOMEWOOD CITY SCHOOL DIST,1998,28249,705,10385,17159,28808,13715,6123,1737,6544
1338,MIDFIELD CITY SCHOOL DIST,1998,8678,737,6206,1735,7723,4354,2212,597,540
4283,VESTAVIA HILLS CITY SCHOOL DISTRICT,1998,38827,958,12894,24975,26127,15146,6380,1330,2704
2854,LAMAR COUNTY SCHOOL DISTRICT,1998,14218,1085,10386,2747,14162,7867,3998,1609,570
4589,FLORENCE CITY SCHOOL DISTRICT,1998,33375,3361,17366,12648,34547,17883,9496,2737,4402
8864,LAUDERDALE COUNTY SCHOOL DISTRICT,1998,46131,2540,31174,12417,47074,26330,14339,3137,3093
6275,LAWRENCE COUNTY SCHOOL DISTRICT,1998,35285,3489,23042,8754,32880,18278,9337,3536,1614
7933,LEE COUNTY SCHOOL DISTRICT,1998,45958,2773,28643,14542,46680,22551,10924,4247,7538
4525,OPELIKA CITY SCHS,1998,26626,2285,15316,9025,25703,14812,7303,2256,593
4186,AUBURN CITY SCHOOL DIST,1998,24217,1387,13807,9023,33796,14821,7238,2004,9733
2998,ATHENS CITY SCHOOL DISTRICT,1998,19933,927,9945,9061,19655,11050,5585,1823,1067
7734,LIMESTONE COUNTY SCHOOL DISTRICT,1998,43240,2371,27576,13293,41465,24726,9965,3126,3001
2890,LOWNDES COUNTY SCHOOL DISTRICT,1998,17840,4238,11373,2229,17622,8232,4864,3192,1286
4133,MACON COUNTY SCHOOL DISTRICT,1998,23759,4860,15301,3598,24685,11294,6501,3254,2532
24082,HUNTSVILLE CITY SCHOOL DISTRICT,1998,147390,10140,78859,58391,150129,86716,44182,9902,8875
19807,MADISON COUNTY SCHOOL DISTRICT,1998,105411,5429,66749,33233,119434,51375,29761,7133,27901
2215,DEMOPOLIS CITY SCHOOL DISTRICT,1998,11493,1186,7671,2636,11606,7103,2742,1235,498
1933,MARENGO COUNTY SCHOOL DISTRICT,1998,10621,1537,7103,1981,10809,5505,2928,1175,805
699,LINDEN CITY SCHOOL DIST,1998,4857,901,3024,932,4555,2306,1438,683,128
3955,MARION COUNTY SCHOOL DISTRICT,1998,21010,1575,14684,4751,20392,11689,5351,1937,1226
1351,WINFIELD CITY SCHOOL DISTRICT,1998,7980,567,5166,2247,6754,3847,1677,1007,193
6903,MARSHALL COUNTY SCHOOL DISTRICT,1998,38915,3114,25498,10303,36492,19350,10520,4072,1998
3244,ALBERTVILLE CITY SCHOOL DISTRICT,1998,17880,1484,11399,4997,17733,10027,5574,1455,659
2791,ARAB CITY SCHOOL DISTRICT,1998,13926,540,9806,3580,12802,7450,3498,1061,749
1798,GUNTERSVILLE CITY SCHOOL DIST,1998,10860,609,6405,3846,10834,5510,3112,1218,944
65230,MOBILE COUNTY SCHOOL DISTRICT,1998,330778,38822,220946,71010,349729,178375,91319,26935,50315
4932,MONROE COUNTY SCHOOL DISTRICT,1998,25880,2312,18245,5323,25677,14725,7296,2040,1586
34605,MONTGOMERY COUNTY SCHOOL DISTRICT,1998,175676,20624,117340,37712,176644,95964,50230,17949,12067
8680,DECATUR CITY SCHOOL DISTRICT,1998,57025,3129,31680,22216,57765,29549,17613,4266,4910
7512,MORGAN COUNTY SCHOOL DISTRICT,1998,46271,2821,26861,16589,45573,24040,13074,3549,4002
3026,HARTSELLE CITY SCHOOL DISTRICT,1998,17185,616,11523,5046,18985,10263,4275,1247,3200
2355,PERRY COUNTY SCHOOL DISTRICT,1998,12906,2426,8748,1732,13303,7265,3728,1448,778
3883,PICKENS COUNTY SCHOOL DISTRICT,1998,21571,3554,14424,3593,21714,11548,6551,1863,1749
2429,PIKE COUNTY SCHOOL DISTRICT,1998,14904,2600,9442,2862,15647,7561,5922,1089,985
2192,TROY CITY SCHOOL DISTRICT,1998,11698,1649,7114,2935,11646,6609,3254,1025,459
2282,RANDOLPH COUNTY SCHOOL DISTRICT,1998,11831,938,8634,2259,11719,6331,3319,1145,774
1577,ROANOKE CITY SCHOOL DISTRICT,1998,8162,740,6042,1380,8204,4379,2205,1176,444
5154,PHENIX CITY SCHOOL DISTRICT,1998,30389,4181,18470,7738,31516,14309,8896,4290,3471
3930,RUSSELL COUNTY SCHOOL DISTRICT,1998,20740,2462,14118,4160,19098,10690,5489,1789,502
6813,ST CLAIR COUNTY SCHOOL DISTRICT,1998,33688,2230,23400,8058,33517,19171,8983,2565,2468
3674,PELL CITY SCHOOL DIST,1998,18976,1693,12842,4441,20904,9977,5161,1718,3607
18842,SHELBY COUNTY SCHOOL DISTRICT,1998,111962,5356,62168,44438,124036,54884,32539,8633,24153
2867,SUMTER COUNTY SCHOOL DISTRICT,1998,16375,2689,10827,2859,16578,9128,4699,1702,656
2428,SYLACAUGA CITY SCHOOL DISTRICT,1998,13811,991,8774,4046,13848,7616,4437,1145,409
3395,TALLADEGA CITY SCHOOL DISTRICT,1998,18833,1941,12973,3919,18499,10706,5052,1751,819
7837,TALLADEGA COUNTY SCHOOL DISTRICT,1998,41899,4183,27992,9724,43147,20864,13165,3411,5095
3424,TALLAPOOSA COUNTY SCHOOL DISTRICT,1998,18598,1627,12397,4574,18151,10604,4649,1558,1027
3679,ALEXANDER CITY SCHOOL DISTRICT,1998,20384,1073,12834,6477,21042,11539,5882,1164,2055
10202,TUSCALOOSA CITY SCHOOL DISTRICT,1998,65709,6150,36332,23227,73447,36795,18961,5057,11501
15513,TUSCALOOSA COUNTY SCHOOL DISTRICT,1998,82550,5555,53475,23520,96913,47256,19545,9061,19067
2533,JASPER CITY SCHOOL DISTRICT,1998,15581,948,8580,6053,16001,8881,4189,1080,1746
8926,WALKER COUNTY SCHOOL DISTRICT,1998,51671,5415,32095,14161,51868,28608,15133,5593,2105
3792,WASHINGTON COUNTY SCHOOL DISTRICT,1998,19518,1824,12352,5342,20165,10672,5943,1789,1747
2748,WILCOX COUNTY SCHOOL DISTRICT,1998,16829,3041,11182,2606,16945,7990,4644,1631,2243
2878,WINSTON COUNTY SCHOOL DISTRICT,1998,15981,1262,10488,4231,15572,8209,4601,1737,879
1751,HALEYVILLE CITY SCHOOL DISTRICT,1998,9624,636,6396,2592,8568,4941,1977,790,537
7834,AUTAUGA COUNTY SCHOOL DISTRICT,1996,31116,2709,22694,5713,36122,17309,7835,2641,7937
20699,BALDWIN COUNTY SCHOOL DISTRICT,1996,99768,6792,55377,37599,98413,54101,24977,7401,9771
1987,BARBOUR COUNTY SCHOOL DISTRICT,1996,9626,1572,6589,1465,10097,5681,2772,1079,408
3066,EUFAULA CITY SCHOOL DISTRICT,1996,13984,1344,8868,3772,14050,8454,3558,1319,719
3656,BIBB COUNTY SCHOOL DISTRICT,1996,14357,2150,10330,1877,15441,9005,4174,1603,507
6457,BLOUNT COUNTY SCHOOL DISTRICT,1996,24904,1992,18106,4806,26443,14921,6886,2355,2167
1165,ONEONTA CITY SCHOOL DISTRICT,1996,4784,194,3416,1174,4813,2710,1172,458,322
1989,BULLOCK COUNTY SCHOOL DISTRICT,1996,8835,1750,6012,1073,9604,5207,2746,1127,524
4173,BUTLER COUNTY SCHOOL DISTRICT,1996,17637,2712,12580,2345,19138,10771,4976,1935,1244
3586,ANNISTON CITY SCHOOL DISTRICT,1996,18787,2640,11429,4718,19708,10368,5953,2431,905
10426,CALHOUN COUNTY SCHOOL DISTRICT,1996,40570,3592,29987,6991,41582,23542,11645,4239,2123
1650,JACKSONVILLE CITY SCHOOL DISTRICT,1996,6456,558,4809,1089,6078,3869,1538,604,63
1200,PIEDMONT CITY SCHOOL DISTRICT,1996,5038,462,3776,800,4943,3072,1097,453,280
2803,OXFORD CITY SCHOOL DISTRICT,1996,12347,784,9001,2562,12281,7321,2932,1100,922
4149,CHAMBERS COUNTY SCHOOL DISTRICT,1996,20229,2246,12961,5022,22330,12251,5400,1954,2581
1583,LANETT CITY SCHOOL DISTRICT,1996,6819,835,4703,1281,7211,4360,1890,610,351
3794,CHEROKEE COUNTY SCHOOL DISTRICT,1996,16306,1601,11289,3416,17674,9749,4467,1847,1429
6257,CHILTON COUNTY SCHOOL DISTRICT,1996,25401,2325,18289,4787,26004,15554,7159,2304,900
2719,CHOCTAW COUNTY SCHOOL DISTRICT,1996,12574,1866,8471,2237,15351,8088,3447,1309,2507
3971,CLARKE COUNTY SCHOOL DISTRICT,1996,16228,2455,11742,2031,18142,10081,5195,1967,717
1632,THOMASVILLE CITY SCHOOL DISTRICT,1996,6515,622,4803,1090,6982,4333,1553,815,279
2635,CLAY COUNTY SCHOOL DISTRICT,1996,10647,967,8200,1480,11727,7060,2977,1076,575
2488,CLEBURNE COUNTY SCHOOL DISTRICT,1996,10317,1075,7890,1352,11598,6174,2813,1186,1345
2094,COFFEE COUNTY SCHOOL DISTRICT,1996,9263,1222,6122,1919,9943,5659,2764,739,665
1076,ELBA CITY SCHOOL DISTRICT,1996,5128,499,3570,1059,5520,3230,1499,549,242
5307,ENTERPRISE CITY SCHOOL DISTRICT,1996,24011,2057,15595,6359,22577,13303,5939,1982,1341
3390,COLBERT COUNTY SCHOOL DISTRICT,1996,17386,1460,10700,5226,21396,10165,5573,1474,3837
1608,SHEFFIELD CITY SCHOOL DISTRICT,1996,9158,1016,5332,2810,9233,5258,2508,833,588
1535,TUSCUMBIA CITY SCHOOL DISTRICT,1996,8008,1107,4621,2280,7931,4580,2219,733,327
2228,MUSCLE SHOALS SCHOOL DISTRICT,1996,13062,844,7129,5089,13029,6465,3384,1671,1509
2386,CONECUH COUNTY SCHOOL DISTRICT,1996,10207,1603,7132,1472,10996,6451,2831,1185,275
1851,COOSA COUNTY SCHOOL DISTRICT,1996,7383,931,5462,990,8223,4533,2220,923,541
2089,ANDALUSIA CITY SCHOOL DISTRICT,1996,9215,864,6327,2024,8655,5530,1989,690,446
3245,COVINGTON COUNTY SCHOOL DISTRICT,1996,13893,1799,9322,2772,14740,8156,4260,1307,946
1616,OPP CITY SCHOOL DISTRICT,1996,7160,639,4950,1571,7028,4444,1815,555,190
2415,CRENSHAW COUNTY SCHOOL DISTRICT,1996,9712,1335,7012,1365,10821,6322,2715,1016,768
2739,CULLMAN CITY SCHOOL DISTRICT,1996,12850,1258,7916,3676,12536,7683,2656,1276,916
9321,CULLMAN COUNTY SCHOOL DISTRICT,1996,39618,3701,28026,7891,37691,22316,10218,3897,1259
2704,DALE COUNTY SCHOOL DISTRICT,1996,11391,1012,7785,2594,14109,7377,5075,1112,319
3362,OZARK CITY SCHOOL DISTRICT,1996,14727,1661,10080,2986,14596,8830,3946,1289,315
1790,DALEVILLE CITY SCHOOL DISTRICT,1996,7403,929,5395,1079,7462,4261,1759,615,691
5026,DALLAS COUNTY SCHOOL DISTRICT,1996,20041,3590,14880,1571,21508,12130,6323,2173,881
4862,SELMA CITY SCHOOL DISTRICT,1996,22144,3672,15024,3448,22301,12817,5987,2447,957
7285,DE KALB COUNTY SCHOOL DISTRICT,1996,30939,3145,22442,5352,34156,18908,7646,3615,3911
2598,FORT PAYNE CITY SCHOOL DISTRICT,1996,11041,885,7654,2502,11512,6441,2681,1114,1272
9026,ELMORE COUNTY SCHOOL DISTRICT,1996,33940,3115,24695,6130,37341,20915,9232,2964,3805
1727,TALLASSEE CITY SCHOOL DISTRICT,1996,6934,591,4812,1531,6697,4001,1497,739,433
1461,BREWTON CITY SCHOOL DISTRICT,1996,6936,475,4328,2133,7047,4150,1636,380,881
